Title ,Date ,Time,Speaker Name,LinkedIn,Designation,Company,Platform where conducted,Registration,Youtube Link,Duration,Session Summary ,Attendee,Poster Image URL,Post Shared Link on LinkedIn,WatchTime in Hrs.,Likes,Total Views ,Feedbacks ,Resources shared by speaker during session,Screenshots of meetings
"careers, and life experiences ",21/09/2025,21:00,narayani gurunathan ,https://x.com/Narayani07,consultant ,independent,X,space,https://x.com/GirlLeadingTech/status/1969785139535515740,50mins 56s,,80,,,x,0,131,,,
health and tech ,22/09/2025,21:00,aditi tiwari,https://x.com/Imaditi007,founder ,sia health ,X,space,https://x.com/GirlLeadingTech/status/1970090673547407665,26mins 4s,,42,,,x,0,700,,,
ai in finance,23/09/2025,19:00,anubha pandey,https://www.linkedin.com/in/anubha-pandey-294747161/,data science manager ,ai garage mastercard ,Streamyard - You Tube,live,https://www.youtube.com/watch?v=DIH6wdNpV70,56mins 24s,"The video features Anubha Pandit, a Data Science Manager at Mastercard’s AI Garage, discussing the transformative role of Artificial Intelligence in the finance and payment sectors. Below is a detailed summary of the presentation:

1. Introduction to Mastercard and AI Garage
Mastercard's Role: Pandit clarifies that Mastercard is a technology company and payment network, not a card provider. It routes transactions between the merchant’s bank (acquirer) and the cardholder’s bank (issuer) [02:26].

AI Garage: This is the R&D unit focused on safeguarding payments. They develop solutions for fraud detection, risk mitigation, and scalable modeling while publishing research and filing patents to stay ahead of industry advancements [03:54].

2. The Payment Ecosystem & Risk Landscape
The Transaction Flow: A payment involves multiple entities: Merchant → Acquirer Bank → Payment Network (Mastercard) → Issuer Bank. This entire process happens in milliseconds [05:45].

Types of Risk:

Transaction Risk: Identifying if a specific request is fraudulent [09:26].

Account Risk: Detecting if a cardholder's account is compromised or if they are misusing features like ""chargebacks"" [09:50].

Merchant Risk: Identifying ""ghost merchants"" (temporary accounts set up for fraud) or legitimate merchants that have been compromised (e.g., the 2021 Domino’s data leak) [11:30].

3. Key AI Technologies in Finance
Pandit highlights four pillar technologies used to solve financial problems:

Sequential Modeling: Analyzes the chronological pattern of a user's transactions (e.g., buying coffee, then a cab, then groceries). If a transaction deviates significantly from this sequence, it is flagged as anomalous [15:54].

Graph Neural Networks (GNN): Provides a holistic view of the ecosystem. By treating cards and merchants as nodes and transactions as edges, Mastercard can identify complex fraud rings and money laundering through community detection [22:25].

Generative AI:

Synthetic Data: Creating fake fraud data to train models better, as real fraud accounts for only ~0.1% of transactions [31:13].

AI Agents: ""Mastercard Agent Pay"" allows AI agents to handle complex bookings (like planning a birthday party) securely using tokenization [36:39].

Responsible AI: A critical area focusing on fairness and privacy. Pandit cites the ""Apple Card controversy"" [39:42] as an example of how AI can unintentionally discriminate based on gender or race if not properly audited.

4. Challenges in Scalability
High Volume: Mastercard processes over 1 billion transactions per day [51:32].

Latency: Decisions must be made within 50 milliseconds. To achieve this, they use several small, specialized models rather than one heavy, unified model to ensure speed and precision [52:03].

5. Future Outlook and Advice
Human Oversight: Pandit believes that while automation is increasing, human intervention remains critical in consumer-facing industries to ensure ethical outcomes and handle edge cases [53:21].

Advice for Developers: She encourages young innovators to look at their own ""real-world friction"" during payments. Solving personal or parental payment challenges often leads to the most impactful financial tech solutions [54:13].",,,,1.2,9,82,,,
"career, jobs and placements ",23/09/2025,21:30,svs,https://x.com/_svs_,tech recruiter ,independent ,X,space,https://x.com/GirlLeadingTech/status/1970460131466129730,1hr 22mins 37s,,789,,,0.8,3,1674,,,
role of communities in web3 ,01/10/2025,18:30,matilde silva,https://x.com/WHTIFIGO,commuity strategist advisor,her dao ,X,space,https://x.com/GirlLeadingTech/status/1973035390245409111,57mins,,58,,,x,0,363,,,
rust as a programming language ,01/10/2025,19:30,francesco ciulla ,https://x.com/FrancescoCiull4,developer advocate ,daily.dev,X,space,https://x.com/GirlLeadingTech/status/1973346885651013877,55mins 48s,,170,,,x,0,232,,,
innovatoin and emergin tech - how can we make use of its full potential,02/10/2025,14:00,kaushuka a ,,core swe develoer,,Streamyard - You Tube,live,https://www.youtube.com/watch?v=6lkz6eiF8pM,48mins 27s,"This video features Koshika, a B.Tech student in AI and Data Science and winner of the IITM Shastra Techathon 2024. She discusses how to move beyond the ""hype"" of emerging technologies like AI, Web3, and Blockchain to build meaningful, practical solutions.

The Lifecycle of Tech Hype
The Gartner Hype Cycle: Koshika explains that new tech follows a specific curve: an Innovation Trigger, followed by a Peak of Inflated Expectations, a Trough of Disillusionment when the tech doesn't solve everything, and finally a Plateau of Productivity [02:08].

Why Hype Exists: Technologies like GenAI become popular because they are now accessible to non-tech people, making it easy to imagine world-changing use cases like solving climate change [04:16].

The Overengineering Trap: Using hyped tech for simple problems can be a ""red flag."" For example, using an expensive agentic AI system for simple document parsing that a basic NLP algorithm could do faster and cheaper [05:41].

Strategy for Building Projects
Koshika outlines a ""Smarter Idea"" flowchart for approaching new projects [13:20]:

Start with the Problem: Define the target audience and their specific pain points before picking a technology [11:28].

Simplicity Check: Ask, ""Can this be done more simply?"" If a basic speech-to-text tool works, don't use a complex voice transformer [14:26].

Validate Trade-offs: Consider speed, accuracy, and resource usage. An ML model's weights are much lighter than an LLM, making it better for some real-world deployments [27:28].

Personal Anecdote: She shares how she initially failed to detect clashing 3D objects using an image transformer, but succeeded by switching to OpenCV and YOLO, which were faster and more accurate for that specific task [10:05].

The Role of AI as an Assistant
Speeding up Development: In time-bound situations like hackathons, use LLMs to handle redundant coding tasks (functions you already know how to write) so you can focus on presentation and the ""working demo"" [20:25].

Research: Use tools like Perplexity or specific LLM prompts to summarize documentation and find tutorials, saving hours of manual searching [19:34].

Human Oversight: She warns that while AI helps with ""functional-level"" products, real-world development requires significant human oversight and fundamental knowledge to debug properly [21:24].

Marketing and Real-World Skills
Storytelling: Even simple tech can ""shine"" with good framing. Clearly communicating the purpose and measurable impact of a product is often more important than the complexity of the code [30:02].

Professionalism: Employers value ""maturity of technology""—knowing when not to use a hyped tool shows you are mindful of resources and complexity [26:18].

Cybersecurity: Koshika notes that security (e.g., preventing prompt injection) is often overlooked in hackathons but provides immense credibility to a project if addressed [37:19].

Advice for Students
Learning Resources: She recommends FreeCodeCamp for basic tech stacks and emphasizes reading official documentation, using LLMs to help parse complex sections [43:12].

Overcoming Fear of Failure: Koshika encourages students not to take failure personally. She likens learning tech to a child learning to walk; you aren't expected to be perfect on the first day [45:53].

Networking: Join tech clubs and communicate with people outside your department to find more diverse and impactful real-world problems to solve [42:28].",,,,x,0,12,,,
how humanizing tech made me a conference speaker ,04/10/2025,18:30,diana pham ,https://x.com/dianasoyster,developer advocate ,vonage ,X,space,https://x.com/GirlLeadingTech/status/1973776234237575178,48mins 10s,,49,,,x,0,875,,,
aptos workshop ,04/10/2025,,Bupendra Chauhan,https://www.linkedin.com/in/bhupendrachouhan/,developer advocate ,rise in ,Streamyard - You Tube,live,https://www.youtube.com/watch?v=hIhA7qegyfI,3hrs,"The Aptos Blockchain Workshop, led by Bupendra Chani, is a technical deep dive designed to take developers from blockchain theory to deploying a full-stack decentralized application (dApp).

Here is a more detailed breakdown of each section of that workshop:

1. Blockchain & Web3 Fundamentals
Bupendra begins by establishing a foundation for those new to the space:

Decentralization: He explains that unlike Google or Facebook (centralized), blockchain data is stored across ""nodes"" (individual computers) worldwide so no single entity has control.

Distributed Ledger: He describes this as a public list of transactions that everyone can see but no one can delete or temper with, ensuring ""immutability"".

Consensus Mechanisms: He details the ""voting process"" nodes use to validate transactions, explaining that a majority of nodes must agree for a transaction to be recorded.

2. Why Build on Aptos?
The workshop highlights why Aptos is a competitive choice for high-performance apps:

Speed (TPS): Aptos supports up to 160,000 transactions per second (TPS), significantly higher than Ethereum (~45 TPS) or Solana (~5k-6k TPS).

Finality: The ""Time to Finality"" is less than one second, meaning transactions are confirmed almost instantly.

Move Language: He introduces Move as a ""resource-oriented"" language that prevents common bugs like double-spending or re-entrancy attacks found in other languages.

3. Core Move Programming Concepts
This is the most technical part of the theory, focusing on Move's unique security features:

Ownership & Borrowing: Inspired by the Rust language, Move ensures that a value (like a token) has one ""owner."" Others can ""borrow"" the value to read or update it, but they cannot delete it unless they own it.

Resources: In Move, assets are treated as ""Resources"" that can never be copied or accidentally dropped, only moved between accounts, making it highly secure for financial apps.

Structs & Abilities: Developers define data types (Structs) and assign ""abilities"" like key (to store on-chain), store, copy, or drop.

4. Hands-on Smart Contract Development
Bupendra performs a live coding demonstration:

Aptos CLI Setup: Shows how to install the command-line interface and initialize a project using aptos move init.

Writing the Code: He codes a ""Message"" contract where a user can store and update a string on the blockchain.

Compilation & Deployment: He demonstrates the commands aptos move compile to check for errors and aptos move deploy to push the code to the DevNet (developer network).

Explorer Validation: He shows how to use the Aptos Block Explorer to verify that the contract is live.

5. Full-Stack Integration (Frontend to Backend)
The workshop explains how a user actually interacts with the code through a website:

Petra Wallet: He demonstrates how to set up the Petra Chrome extension to manage ""fake"" tokens for testing.

Aptos TS SDK: He shows how to use the TypeScript SDK in a React app to ""call"" the smart contract functions.

Signing Transactions: A crucial step where the frontend asks the user's wallet for permission to ""Sign and Submit"" a change to the blockchain.

6. Leveraging AI for Rapid Development
To help hackathon participants move faster, Bupendra shares an ""AI Prompt Strategy"":

Claude AI: He recommends using Claude over ChatGPT for better Move code generation.

Prompting: He demonstrates a specific prompt that provides a reference contract to the AI and asks it to generate a new project (e.g., a Crowdfunding contract) along with a detailed README file.

Modification: He warns that AI-generated code should be treated as a starting point and must be refined to fit the specific project needs.",,,,0,1,,,,
hela workshop,04/10/0205,,shivam garg,https://www.linkedin.com/in/meshivamgarg/,ecosystem head,hela labs,Streamyard - You Tube,live,https://www.youtube.com/watch?v=BVyo3DYj08g,30mins 28s,"This video is a detailed workshop by Shivam Garg, a Developer Relations representative at HeLa Network, conducted during the HackAura event. He introduces the HeLa ecosystem, its unique architecture, and how developers can build decentralized applications (DApps) on it.

1. The Vision: Decentralization & User Ownership
The Problem with Centralization: Shivam opens by questioning the ""illusion of ownership"" on platforms like Instagram and LinkedIn. He notes that a single report can delete an account and that data privacy is often compromised by eavesdropping for advertisements [01:40].

The Goal: HeLa aims to provide an ""internet we deserve,"" where users have sole authority over their data and identity [03:02].

2. HeLa Network Features & Innovation
Stablecoin-Backed Gas Fees: Unlike most Layer 1 (L1) chains where gas fees fluctuate wildly with market volatility, HeLa uses HLUSD (a stable token) for transactions. This ensures predictable costs for developers and users, making it ideal for consumer-side applications [04:29].

EVM Compatibility: HeLa is fully compatible with the Ethereum Virtual Machine (EVM). Developers can migrate existing Solidity code from Ethereum to HeLa with little to no modification [16:18].

Interoperability: Shivam explains interoperability using the analogy of reward points. While ""Flipkart coins"" usually can't be used on ""Zomato,"" an interoperable tech stack allows assets to move across different ecosystems seamlessly [09:28].

3. The Four-Layer Architecture
Shivam details the modular architecture of HeLa, which separates concerns to improve performance and flexibility [14:15]:

Execution Layer: Processes smart contracts using HLUSD for gas [14:54].

Consensus Layer: Uses a hybrid of Proof of Stake (PoS) and Byzantine Fault Tolerance (BFT). While PoS handles staking, BFT acts as a ""committee"" to check the behavior of admins/validators to ensure security [10:53].

Guardian Layer: Empowers users to monitor the network, rewards activity, and unlocks deep DApp functionality [15:26].

AI Layer: HeLa describes itself as an ""AI-first native L1."" This layer provides decentralized GPU resources, secure storage for AI data, and on-chain AI services [15:44].

4. Developer Resources & Programs
Documentation: The HeLa Labs Docs provide step-by-step guides for deploying DApps using tools like Remix, Hardhat, and Foundry. Shivam claims a beginner can deploy their first DApp in about five to six steps [22:05].

Grant Program: HeLa has a $10 million fund dedicated to supporting developers building DeFi or consumer-focused DApps [25:39].

Faucets & Testnets: Developers can access test tokens (HLUSD) via the HeLa faucet or Discord to experiment with the ecosystem [20:22].

Incentives: There is a 4% airdrop allocation for projects that support the ecosystem and a ""Guardian Node"" program that offers special NFT access and future benefits [18:26].

5. Community & Future Outlook
Global Hackathon: Shivam announces an upcoming global hackathon with a $2,000 price pool (approx. ₹1,68,000) [29:16].

Advocacy & Ambassador Programs: HeLa is launching regional advocate programs in India and internationally to grow the dev community [27:08].

Expansion: Future plans include launching synthetic versions of other currencies like the Euro, Singapore Dollar, and Indian Rupee to further the goal of real-world adoption [17:14].

The workshop concludes with an invitation for students to host university meetup series and for developers to join their active community on Telegram and Discord [28:53].",,,,0,0,live,,,
wolfram workshop,04/10/2025,,sarah,https://www.linkedin.com/in/sarah-park-324407328/,engineer,wolfram,Streamyard - You Tube,live,https://www.youtube.com/watch?v=NNmOY68jvhY,43mins 54s,"This video is a comprehensive workshop led by Sarah from Wolfram, specifically tailored for participants of the HackAura hackathon. It provides a deep dive into the Wolfram Language, covering everything from basic syntax to advanced applications in data science, machine learning, and chemistry.

Below is a detailed summary of the workshop:

1. Getting Started & Basic Syntax
Sarah begins by explaining that Wolfram is a cell-based, computational language distinct from Python or C++.

Setup: Users can access a 15-day free trial of Wolfram|One to use the Wolfram Notebook environment [02:17].

Variables: * The = sign (Set) assigns a static value [02:51].

The := sign (SetDelayed) is used for dynamic functions (e.g., random color) that need to rerun every time they are called [03:05].

Functions: Unlike Python's parentheses (), Wolfram uses square brackets [] for all functions. Built-in functions are always capitalized (e.g., RandomColor[]) [04:06].

Natural Language Input: By pressing Ctrl + =, users can type in plain English (e.g., ""image of a penguin""), and Wolfram will convert it into actionable code [14:14].

2. Lists and Control Structures
Wolfram is heavily list-based and optimized for functional programming rather than traditional loops.

Avoiding Loops: Sarah advises against using For and While loops as they are computationally expensive in Wolfram. Instead, she recommends using Table or Map [07:26].

Indexing: Crucially, Wolfram is 1-indexed, meaning the first element in a list is at position 1, not 0 [18:39].

Functional Tools: She demonstrates StringSplit, StringJoin, and Flatten for manipulating complex data structures [17:44].

3. Data Visualization & Analysis
A major strength of Wolfram highlighted in the video is its built-in data handling.

Data Repository: Users can pull real-world data directly using ResourceData. Sarah demonstrates this with COVID-19 hospital data, showing how to navigate ""Time Series"" objects [25:22].

Plotting: She showcases ListLinePlot for 2D data and Histogram3D for more complex distributions [27:53].

Model Fitting: The workshop covers how to create lines of best fit using Fit (for simple equations), LinearModelFit, and NonlinearModelFit (for custom quadratic or complex models) [29:31].

4. Advanced Features: Image Processing & ML
Image Manipulation: Functions like EdgeDetect, RemoveBackground, and ImageCompose allow for rapid computer vision prototyping [14:54].

Image Restyle: A unique feature where users can apply the artistic style of one image (e.g., Van Gogh’s Starry Night) to another photo [16:26].

Machine Learning: Wolfram includes pre-trained models like ImageIdentify and Classify. Sarah demonstrates a sentiment analysis tool and a programming language classifier [33:34].

5. Specialized Databases: Chemistry & Biology
Sarah highlights Wolfram’s unique scientific capabilities:

Chemistry: The Molecule function allows users to pull data for compounds like sucrose or glucose, providing molar mass, IUPAC names, and 3D interactive plots [35:48].

Biology: Using BioSequence, hackers can analyze DNA or peptides and visualize them in 3D, labeled by amino acids [38:19].

6. Project Ideas for Hackers
In the Q&A session, Sarah suggests several project paths for a short-term hackathon [40:10]:

Simulations: Physics-based modeling or tumor interaction simulations.

Geographic Data: Using Wolfram’s built-in maps to find the quickest paths in a city.

DNA Modeling: Visualizing biological molecules to solve medical or research problems.",,,,0,0,live,,,
How AI Learns to Understand us,31/10/2025,18:00,Pearl Modi,https://www.linkedin.com/in/pearl-mody-0a0289294/,,,Google Meet,64,,49mins 34s,,,,,0,0,live,,,
how she got into codess cafe,04/11/2025,,smita bhoine,https://www.linkedin.com/in/smita-bhoine/,mentee,codess cafe ,Google Meet,live,https://www.youtube.com/watch?v=4igMN9i1EyU,27mins 37s,"This video is the 5th episode of the GLT Spotlight podcast by Girls Leading Tech, featuring Smita Bhoine, a second-year Computer Engineering student at SNDT Women's University. The conversation provides a deep dive into her technical journey, her experience with the Codess Cafe mentorship program, and her ambitious goals in research and AI/ML.

Key Highlights and Smita's Journey
Early Tech Interest: Smita's fascination with tech began in 6th grade when she qualified for the Dr. Homi Bhabha Junior Scientist competition. Initially interested in atomic research, her focus shifted to ICT and eventually engineering [01:15].

Educational Path: She completed a diploma from Vidyalankar Polytechnic before starting her ""direct second-year"" engineering degree. During her diploma, she explored various fields including IoT, Web Development (MERN and Django), and Robotics [01:43].

Transition to AI/ML: Smita discovered that integrating AI features was easier using Python-based frameworks like Django. Her final diploma project involved implementing the K-Nearest Neighbors (KNN) algorithm [02:54].

The Codess Cafe Program
Smita provides a detailed breakdown of the Codess Cafe mentorship initiative:

Application Process: Candidates must submit their GitHub, LinkedIn, and resume, but the most critical part is an essay (similar to a Statement of Purpose) explaining ""Why should we select you?"" [06:54].

Selection Advice: She advises applicants to be authentic and avoid using AI tools for their essays. She emphasizes having a clear motivation for being in tech and possessing at least basic project experience in their chosen domain (e.g., ML) [09:40].

Program Structure: Once selected, students are grouped under mentors (Smita's mentor is Tanisha) in cohorts of about 10–11 girls. The program offers structured classes, community access, and specialized cohorts for Machine Learning and Open Source [07:27].

Future Aspirations and Research Goals
Smita shares a highly structured 5-year plan focused on becoming a world-class research scientist:

Immediate Goals: She is currently focusing on AI/ML and neural network projects to secure research internships at IITs and institutions like EPFL or Max Planck [12:10].

Academic Pursuit: Her ultimate goal is to pursue a PhD at Cambridge University through the Gates Cambridge Scholarship [13:14].

Networking Approach: Smita actively connects with IIT professors through LinkedIn and official university brochures, often using ""cold emailing"" to inquire about research labs and projects [14:19].

Daily Habits: To achieve her goals, she dedicates hours to research papers, reads advanced textbooks from her college library, and attends tech meetups like Google AI Labs and VS Code Dev Day [17:17].

Experience with Girls Leading Tech (GLT)
Smita highlights the transformative impact of the Girls Leading Tech community:

Community Impact: Since joining in June 2025, she has gained significant confidence by collaborating on projects like a DSA learning platform [21:50].

Participation: She participated in 5 to 6 hackathons within just 2 to 3 months, often working with all-girl teams, which she finds empowering [23:11].

The Power of Networking: Through GLT, she connected with peers across India and even someone who helped her learn more about the EPFL internship [25:51].

Closing Message to Girls in Tech
Overcoming Isolation: Smita recalls often being the only girl in her hackathon teams during her early diploma years and encourages more girls to enter the field [20:41].

Mindset: Her final advice is to ""focus on who you are"" and your ""core idea"" in tech. She believes that with 100% effort and a rigorous work ethic, one can achieve great heights [13:41].",,,,5,6,134,,,
google step internship - the road to become a googler ,19/12/2025,21:00,mehak garg ,https://www.linkedin.com/in/mehakg05/,step intern ,Google,Google Meet,320,https://www.youtube.com/watch?v=FaPYJCEbGoU,58mins 15s,"This video provides a comprehensive guide to the Google STEP (Student Training in Engineering Program) Internship for 2026, featuring insights from Mehak Garg, a former STEP intern. The session covers everything from the application process to specific interview preparation strategies.

1. The Selection Process
The internship selection typically consists of four main stages:

Resume Selection: Google receives thousands of applications. It is crucial to have an ATS-friendly resume featuring important keywords like DSA, DBMS, OS, and links to GitHub, LinkedIn, and coding profiles [00:15].

Telephonic Round: A short screening call (often via Google Meet) to verify basic details like CGPA, backlogs, DSA problem-solving consistency, and project interests [01:02].

Technical Interviews: Two back-to-back 45-minute rounds focused entirely on Data Structures and Algorithms (DSA). These are typically conducted via Google Meet with a shared coding document [01:22].

2. Interview Content & Preparation
The technical rounds are heavily focused on problem-solving:

Topics: There is no ""fixed"" topic. While some seniors suggest focusing on Graphs and DP, Mehak and her peers were asked about Sliding Window, Stacks, Arrays, and Recursion [02:03].

Format: Questions are often ""story-based"" rather than direct LeetCode titles. Candidates must identify the underlying data structure and algorithm (e.g., BFS vs. Dijkstra) from the scenario [03:01].

Difficulty: Generally aligned with LeetCode Medium level questions [07:00].

Resources: Mehak highly recommends Striver’s A-to-Z DSA Sheet, noting that one of her interview questions came directly from it [09:26].

3. Resume & Project Tips
Projects: Aim for 2-3 intermediate-level projects. Avoid generic ""To-Do lists"" or ""Weather apps""; instead, focus on unique Web Dev or ML-based projects [04:17].

Coding Profiles: Profiles on platforms like LeetCode, Codeforces, or GFG are essential to demonstrate consistency, even if your rating isn't ""expert"" level yet [17:02].

ATS Friendliness: Use clean templates like Jake's Resume Template (Overleaf) to ensure the automated systems can read your skills properly [26:45].

4. Key Advice for Candidates
Think Out Loud: Never stay silent during the interview. Explain your thought process, even if you are stuck. Interviewers often provide hints if they see you are trying to navigate the logic [41:14].

Apply Early: Off-campus applications are often reviewed on a rolling basis. Applying early (usually around November/December) increases your chances before the positions fill up [06:08].

Referrals: While helpful for getting a resume noticed in a sea of applicants, they do not guarantee an interview or selection. Many interns get in without them [32:23].

Eligibility: The program is specifically designed for second-year (3rd/4th semester) students. Third and fourth-year students should look for the standard SWE Internship or Winter Internship [24:25].

5. Other 2nd Year Opportunities
The speaker also mentioned other programs for second-year students to watch for:

LinkedIn Coaching: A mentorship program providing a path to third-year internships [44:16].

Microsoft Explore: A specialized internship for early-college students [44:30].

Uber Star: Typically opens in December/January for sophomore students [44:36].",,,,47.7,32,969,,,
ship a mini app in 45 mins - vibe coding with ai (PRD to prototype),22/12/2025,19:00,ramyashree shetty,https://www.linkedin.com/in/ramyashree-shetty,data engineer ,radix,StreamYard - LinkedIIn,live,https://www.youtube.com/watch?v=AwdAeL9B1w4&pp=0gcJCdkKAYcqIYzv,1hr 15mins 48s,"The video ""Ship a Mini App in 45 Minutes: Vibe Coding with AI"" features Ramyashree, a Data Engineer at Radix, sharing her workflow for rapidly prototyping applications using AI. She introduces the concept of ""Vibe Coding""—a style of building software by describing requirements in natural language and letting LLMs generate the majority of the code.

1. Key Concepts: Vibe Coding & Shipping Mindset
Vibe Coding Definition: It involves embracing exponential AI growth to build software [05:46]. For techies, it’s about speed; for non-techies, it's about making product creation accessible.

The Shipping Mindset: Focus on building a Minimum Viable Product (MVP) that works, even if it isn't ""cutesy"" or perfect [08:17].

The Three Rules for Hackathons [09:08]:

Test 3 Times: Ensure the core flow works three times in a row before demoing.

Focus on One Core Flow: One working flow is better than ten broken features.

Backup Plan: Always have a recorded demo video in case APIs fail or live demos glitch.

2. The Strategic Workflow: PRD to Prototype
Ramyashree emphasizes a structured approach to prevent ""AI hallucinations"" and maintain context:

Ideation [12:43]: Break ideas into four pieces: Target User, Problem, Tiny Win (Solution), and Constraints. If you can’t explain it in 30 seconds, you don't understand it yet.

The PRD (Product Requirements Document) [25:37]: Use an LLM to generate a simple PRD that outlines project level, tech stack, and key features.

Task Segregation [39:51]: Break the PRD into small, manageable tasks (10 mins or less). AI handles small tasks much more accurately than complex ones.

The ""Dev Loop"" [46:43]:

Explain and plan the task with AI.

Implement and review.

Test and DevLog (save a summary of changes to maintain the ""footprint"" for the AI).

3. Recommended Tools [21:18]
No-Code (Best for Hackathons): Lovable or Replit. These allow you to prompt and see instant visual changes without managing complex architecture [49:16].

IDE Extensions (Best for Scalable Products): Cursor or VS Code + Copilot/Augment.

Models: She recommends Claude 3.5 Sonnet for coding and Gemini for understanding UI/UX layouts [54:17].

4. Practical Advice for Developers
Version Control: Commit your code frequently when it’s stable [19:03]. If the AI breaks the ""vibe"" or the logic, you can easily revert to the last working state.

Context Management: Context windows are expensive and limited. Keep your prompts specific and use ""DevLogs"" to remind the AI of previous decisions [01:06:05].

API Safety: Always rate-limit your APIs to avoid unexpected massive bills during development [55:27].

5. Live Demos [51:36]
The speaker showcases two versions of a ""Main Character Soundtrack Generator"":

Lovable Version: Built in ~20 minutes with a high-quality UI and direct Spotify integration [51:42].

VS Code Version: Offers more control over folder structure and documentation but took longer to refine visually [53:05].

The session concludes with a reminder that in hackathons, Idea, Execution, and Presentation often matter more than the underlying code quality [01:09:10].",,,,2,1,26,,,
"guitar, coding and a cup of tea",22/12/2025,17:00,gracey dugar ,https://www.linkedin.com/in/gracey-dugar-71b55821b,co founder ,la gravitea,StreamYard - LinkedIIn,live,https://www.youtube.com/watch?v=E02ediWQ7v4,42mins 36s,"This video, titled ""Guitar, Coding and a Cup of Tea,"" features Gracey Dugar, a data science student and co-founder of LaGravitea, in a pre-hackathon session for ""Coded Christmas"" hosted by Girls Leading Tech.

Personal Background & Multi-Disciplinary Life
Gracey Dugar's Profile: Gracey is a software engineer and data science student based in Bangalore. Beyond tech, she is a guitarist, a German language learner, and a social entrepreneur [01:05].

Time Management Advice: She addresses the common struggle of balancing college (9 AM – 4 PM) with extra skills. Her routine includes waking up early, taking detailed notes during lectures to save review time, and utilizing library hours immediately after class to complete external courses (like her 3-month AI course) [03:06].

Entrepreneurship: LaGravitea
The Concept: Founded in 2016 with her father, LaGravitea started as a tea kiosk in Jamshedpur serving over 50 varieties of non-milk teas (e.g., blooming tea, hibiscus tea) [07:34].

Social Mission: The cafe is run entirely by deaf staff members. Gracey learned sign language to communicate with her team, who now handle everything from cooking to billing [08:46]. She even demonstrates spelling ""Girls Leading Tech"" in sign language during the session [09:38].

Tech in Operations: She shares how she applied her coding knowledge to the cafe by using Microsoft Excel and ""if-else"" formulas to track vendor due dates and staff salaries [11:47].

Hackathon Strategy & Tech Philosophy
The ""PIC"" Mantra: Gracey encourages hackers to follow Passion, Imagination, and Creation (Execution). She emphasizes that many people stop at imagination, but the ""C"" (execution) is where the real value lies [16:47].

Human-Centric Problem Solving: Sharing her experience from a previous hackathon, she warns against over-relying on AI (like ChatGPT) for solutions. She recounts how her team built an educational app but realized through judging that they hadn't considered the actual behavior of a third-grade student [14:21]. Her advice is to ""put your feet in the shoes of the questioner"" before coding [16:14].

Women in Tech: Gracey observes that in mixed-gender teams, boys often take the lead. She urges girls to be confident, take the command, and break the stereotype that they might not be as ""great in tech"" [21:29].

Creative Highlights
Musical Performances: Gracey performs multiple songs on her guitar throughout the session, showcasing her vocal and instrumental talent [06:03], [33:21].

Interactive Session: The host tracks audience engagement, rewarding top commenters with Canva Premium subscriptions to encourage participation from the ""Girls Leading Tech"" community [40:17].",,,,2.7,3,77,,,
